center,left,right,steering,throttle,brake,speed
IMG2/center_2017_10_24_10_18_15_005.jpg,IMG2/left_2017_10_24_10_18_15_005.jpg,IMG2/right_2017_10_24_10_18_15_005.jpg,-0.05,1,0,19.77525
IMG2/center_2017_10_24_10_18_15_072.jpg,IMG2/left_2017_10_24_10_18_15_072.jpg,IMG2/right_2017_10_24_10_18_15_072.jpg,-0.2,1,0,20.47868
IMG2/center_2017_10_24_10_18_15_143.jpg,IMG2/left_2017_10_24_10_18_15_143.jpg,IMG2/right_2017_10_24_10_18_15_143.jpg,-0.4,1,0,21.2021
IMG2/center_2017_10_24_10_18_15_211.jpg,IMG2/left_2017_10_24_10_18_15_211.jpg,IMG2/right_2017_10_24_10_18_15_211.jpg,-0.5500001,1,0,21.64372
IMG2/center_2017_10_24_10_18_15_294.jpg,IMG2/left_2017_10_24_10_18_15_294.jpg,IMG2/right_2017_10_24_10_18_15_294.jpg,-0.5454538,1,0,22.31498
IMG2/center_2017_10_24_10_18_15_364.jpg,IMG2/left_2017_10_24_10_18_15_364.jpg,IMG2/right_2017_10_24_10_18_15_364.jpg,-0.334962,1,0,23.11287
IMG2/center_2017_10_24_10_18_15_434.jpg,IMG2/left_2017_10_24_10_18_15_434.jpg,IMG2/right_2017_10_24_10_18_15_434.jpg,-0.1619039,1,0,23.72438
IMG2/center_2017_10_24_10_18_15_509.jpg,IMG2/left_2017_10_24_10_18_15_509.jpg,IMG2/right_2017_10_24_10_18_15_509.jpg,0,1,0,24.47759
IMG2/center_2017_10_24_10_18_15_576.jpg,IMG2/left_2017_10_24_10_18_15_576.jpg,IMG2/right_2017_10_24_10_18_15_576.jpg,0,1,0,25.04484
IMG2/center_2017_10_24_10_18_15_644.jpg,IMG2/left_2017_10_24_10_18_15_644.jpg,IMG2/right_2017_10_24_10_18_15_644.jpg,0,1,0,25.8099
IMG2/center_2017_10_24_10_18_15_722.jpg,IMG2/left_2017_10_24_10_18_15_722.jpg,IMG2/right_2017_10_24_10_18_15_722.jpg,0,1,0,26.56929
IMG2/center_2017_10_24_10_18_15_792.jpg,IMG2/left_2017_10_24_10_18_15_792.jpg,IMG2/right_2017_10_24_10_18_15_792.jpg,0,1,0,27.13511
IMG2/center_2017_10_24_10_18_15_864.jpg,IMG2/left_2017_10_24_10_18_15_864.jpg,IMG2/right_2017_10_24_10_18_15_864.jpg,-0.1,1,0,27.88181
IMG2/center_2017_10_24_10_18_15_933.jpg,IMG2/left_2017_10_24_10_18_15_933.jpg,IMG2/right_2017_10_24_10_18_15_933.jpg,-0.25,0.945667,0,28.41031
IMG2/center_2017_10_24_10_18_16_006.jpg,IMG2/left_2017_10_24_10_18_16_006.jpg,IMG2/right_2017_10_24_10_18_16_006.jpg,-0.2607391,1,0,29.05986
IMG2/center_2017_10_24_10_18_16_074.jpg,IMG2/left_2017_10_24_10_18_16_074.jpg,IMG2/right_2017_10_24_10_18_16_074.jpg,-0.07113326,1,0,29.61073
IMG2/center_2017_10_24_10_18_16_146.jpg,IMG2/left_2017_10_24_10_18_16_146.jpg,IMG2/right_2017_10_24_10_18_16_146.jpg,0,1,0,30.18977
IMG2/center_2017_10_24_10_18_16_214.jpg,IMG2/left_2017_10_24_10_18_16_214.jpg,IMG2/right_2017_10_24_10_18_16_214.jpg,0,1,0,30.18998
IMG2/center_2017_10_24_10_18_16_283.jpg,IMG2/left_2017_10_24_10_18_16_283.jpg,IMG2/right_2017_10_24_10_18_16_283.jpg,0,1,0,30.19023
IMG2/center_2017_10_24_10_18_16_351.jpg,IMG2/left_2017_10_24_10_18_16_351.jpg,IMG2/right_2017_10_24_10_18_16_351.jpg,0,1,0,30.19027
IMG2/center_2017_10_24_10_18_16_423.jpg,IMG2/left_2017_10_24_10_18_16_423.jpg,IMG2/right_2017_10_24_10_18_16_423.jpg,0,1,0,30.19027
IMG2/center_2017_10_24_10_18_16_506.jpg,IMG2/left_2017_10_24_10_18_16_506.jpg,IMG2/right_2017_10_24_10_18_16_506.jpg,0,1,0,30.19028
IMG2/center_2017_10_24_10_18_16_575.jpg,IMG2/left_2017_10_24_10_18_16_575.jpg,IMG2/right_2017_10_24_10_18_16_575.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_16_660.jpg,IMG2/left_2017_10_24_10_18_16_660.jpg,IMG2/right_2017_10_24_10_18_16_660.jpg,0,1,0,30.19065
IMG2/center_2017_10_24_10_18_16_730.jpg,IMG2/left_2017_10_24_10_18_16_730.jpg,IMG2/right_2017_10_24_10_18_16_730.jpg,0,1,0,30.19032
IMG2/center_2017_10_24_10_18_16_803.jpg,IMG2/left_2017_10_24_10_18_16_803.jpg,IMG2/right_2017_10_24_10_18_16_803.jpg,0,1,0,30.19028
IMG2/center_2017_10_24_10_18_16_873.jpg,IMG2/left_2017_10_24_10_18_16_873.jpg,IMG2/right_2017_10_24_10_18_16_873.jpg,-0.1,1,0,30.18765
IMG2/center_2017_10_24_10_18_16_942.jpg,IMG2/left_2017_10_24_10_18_16_942.jpg,IMG2/right_2017_10_24_10_18_16_942.jpg,-0.3,1,0,30.16922
IMG2/center_2017_10_24_10_18_17_022.jpg,IMG2/left_2017_10_24_10_18_17_022.jpg,IMG2/right_2017_10_24_10_18_17_022.jpg,-0.5000001,1,0,30.14538
IMG2/center_2017_10_24_10_18_17_090.jpg,IMG2/left_2017_10_24_10_18_17_090.jpg,IMG2/right_2017_10_24_10_18_17_090.jpg,-0.4383509,1,0,30.17265
IMG2/center_2017_10_24_10_18_17_163.jpg,IMG2/left_2017_10_24_10_18_17_163.jpg,IMG2/right_2017_10_24_10_18_17_163.jpg,-0.201006,1,0,30.1953
IMG2/center_2017_10_24_10_18_17_233.jpg,IMG2/left_2017_10_24_10_18_17_233.jpg,IMG2/right_2017_10_24_10_18_17_233.jpg,-0.01661092,1,0,30.18604
IMG2/center_2017_10_24_10_18_17_304.jpg,IMG2/left_2017_10_24_10_18_17_304.jpg,IMG2/right_2017_10_24_10_18_17_304.jpg,0,1,0,30.1897
IMG2/center_2017_10_24_10_18_17_376.jpg,IMG2/left_2017_10_24_10_18_17_376.jpg,IMG2/right_2017_10_24_10_18_17_376.jpg,0,1,0,30.18896
IMG2/center_2017_10_24_10_18_17_445.jpg,IMG2/left_2017_10_24_10_18_17_445.jpg,IMG2/right_2017_10_24_10_18_17_445.jpg,0.2,0.967276,0,30.17619
IMG2/center_2017_10_24_10_18_17_522.jpg,IMG2/left_2017_10_24_10_18_17_522.jpg,IMG2/right_2017_10_24_10_18_17_522.jpg,0.4,0.880624,0,30.11252
IMG2/center_2017_10_24_10_18_17_591.jpg,IMG2/left_2017_10_24_10_18_17_591.jpg,IMG2/right_2017_10_24_10_18_17_591.jpg,0.2943358,1,0,30.17929
IMG2/center_2017_10_24_10_18_17_671.jpg,IMG2/left_2017_10_24_10_18_17_671.jpg,IMG2/right_2017_10_24_10_18_17_671.jpg,0.03837883,1,0,30.18888
IMG2/center_2017_10_24_10_18_17_742.jpg,IMG2/left_2017_10_24_10_18_17_742.jpg,IMG2/right_2017_10_24_10_18_17_742.jpg,0,1,0,30.18887
IMG2/center_2017_10_24_10_18_17_814.jpg,IMG2/left_2017_10_24_10_18_17_814.jpg,IMG2/right_2017_10_24_10_18_17_814.jpg,0,1,0,30.18999
IMG2/center_2017_10_24_10_18_17_881.jpg,IMG2/left_2017_10_24_10_18_17_881.jpg,IMG2/right_2017_10_24_10_18_17_881.jpg,0,1,0,30.19036
IMG2/center_2017_10_24_10_18_17_953.jpg,IMG2/left_2017_10_24_10_18_17_953.jpg,IMG2/right_2017_10_24_10_18_17_953.jpg,0,1,0,30.19044
IMG2/center_2017_10_24_10_18_18_033.jpg,IMG2/left_2017_10_24_10_18_18_033.jpg,IMG2/right_2017_10_24_10_18_18_033.jpg,0,1,0,30.19048
IMG2/center_2017_10_24_10_18_18_113.jpg,IMG2/left_2017_10_24_10_18_18_113.jpg,IMG2/right_2017_10_24_10_18_18_113.jpg,0,1,0,30.19049
IMG2/center_2017_10_24_10_18_18_184.jpg,IMG2/left_2017_10_24_10_18_18_184.jpg,IMG2/right_2017_10_24_10_18_18_184.jpg,0,1,0,30.1909
IMG2/center_2017_10_24_10_18_18_263.jpg,IMG2/left_2017_10_24_10_18_18_263.jpg,IMG2/right_2017_10_24_10_18_18_263.jpg,-0.2,1,0,30.17942
IMG2/center_2017_10_24_10_18_18_330.jpg,IMG2/left_2017_10_24_10_18_18_330.jpg,IMG2/right_2017_10_24_10_18_18_330.jpg,-0.35,1,0,30.16301
IMG2/center_2017_10_24_10_18_18_405.jpg,IMG2/left_2017_10_24_10_18_18_405.jpg,IMG2/right_2017_10_24_10_18_18_405.jpg,-0.337077,1,0,30.1812
IMG2/center_2017_10_24_10_18_18_472.jpg,IMG2/left_2017_10_24_10_18_18_472.jpg,IMG2/right_2017_10_24_10_18_18_472.jpg,-0.1548511,1,0,30.19113
IMG2/center_2017_10_24_10_18_18_550.jpg,IMG2/left_2017_10_24_10_18_18_550.jpg,IMG2/right_2017_10_24_10_18_18_550.jpg,0,1,0,30.1876
IMG2/center_2017_10_24_10_18_18_618.jpg,IMG2/left_2017_10_24_10_18_18_618.jpg,IMG2/right_2017_10_24_10_18_18_618.jpg,0,1,0,30.18951
IMG2/center_2017_10_24_10_18_18_690.jpg,IMG2/left_2017_10_24_10_18_18_690.jpg,IMG2/right_2017_10_24_10_18_18_690.jpg,0,1,0,30.1902
IMG2/center_2017_10_24_10_18_18_757.jpg,IMG2/left_2017_10_24_10_18_18_757.jpg,IMG2/right_2017_10_24_10_18_18_757.jpg,0,1,0,30.19026
IMG2/center_2017_10_24_10_18_18_826.jpg,IMG2/left_2017_10_24_10_18_18_826.jpg,IMG2/right_2017_10_24_10_18_18_826.jpg,0,1,0,30.19032
IMG2/center_2017_10_24_10_18_18_905.jpg,IMG2/left_2017_10_24_10_18_18_905.jpg,IMG2/right_2017_10_24_10_18_18_905.jpg,-0.15,1,0,30.18467
IMG2/center_2017_10_24_10_18_19_039.jpg,IMG2/left_2017_10_24_10_18_19_039.jpg,IMG2/right_2017_10_24_10_18_19_039.jpg,0,1,0,30.19016
IMG2/center_2017_10_24_10_18_19_109.jpg,IMG2/left_2017_10_24_10_18_19_109.jpg,IMG2/right_2017_10_24_10_18_19_109.jpg,0,1,0,30.19027
IMG2/center_2017_10_24_10_18_19_178.jpg,IMG2/left_2017_10_24_10_18_19_178.jpg,IMG2/right_2017_10_24_10_18_19_178.jpg,0,1,0,30.19027
IMG2/center_2017_10_24_10_18_19_250.jpg,IMG2/left_2017_10_24_10_18_19_250.jpg,IMG2/right_2017_10_24_10_18_19_250.jpg,0,1,0,30.1903
IMG2/center_2017_10_24_10_18_19_325.jpg,IMG2/left_2017_10_24_10_18_19_325.jpg,IMG2/right_2017_10_24_10_18_19_325.jpg,0,1,0,30.19029
IMG2/center_2017_10_24_10_18_19_392.jpg,IMG2/left_2017_10_24_10_18_19_392.jpg,IMG2/right_2017_10_24_10_18_19_392.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_19_462.jpg,IMG2/left_2017_10_24_10_18_19_462.jpg,IMG2/right_2017_10_24_10_18_19_462.jpg,0,1,0,30.19028
IMG2/center_2017_10_24_10_18_19_535.jpg,IMG2/left_2017_10_24_10_18_19_535.jpg,IMG2/right_2017_10_24_10_18_19_535.jpg,-0.1,1,0,30.18766
IMG2/center_2017_10_24_10_18_19_617.jpg,IMG2/left_2017_10_24_10_18_19_617.jpg,IMG2/right_2017_10_24_10_18_19_617.jpg,-0.3,1,0,30.16924
IMG2/center_2017_10_24_10_18_19_689.jpg,IMG2/left_2017_10_24_10_18_19_689.jpg,IMG2/right_2017_10_24_10_18_19_689.jpg,-0.5000001,1,0,30.14533
IMG2/center_2017_10_24_10_18_19_760.jpg,IMG2/left_2017_10_24_10_18_19_760.jpg,IMG2/right_2017_10_24_10_18_19_760.jpg,-0.3984988,1,0,30.18177
IMG2/center_2017_10_24_10_18_19_829.jpg,IMG2/left_2017_10_24_10_18_19_829.jpg,IMG2/right_2017_10_24_10_18_19_829.jpg,-0.2055958,1,0,30.19385
IMG2/center_2017_10_24_10_18_19_899.jpg,IMG2/left_2017_10_24_10_18_19_899.jpg,IMG2/right_2017_10_24_10_18_19_899.jpg,-0.03306592,1,0,30.18819
IMG2/center_2017_10_24_10_18_19_978.jpg,IMG2/left_2017_10_24_10_18_19_978.jpg,IMG2/right_2017_10_24_10_18_19_978.jpg,0,1,0,30.18881
IMG2/center_2017_10_24_10_18_20_046.jpg,IMG2/left_2017_10_24_10_18_20_046.jpg,IMG2/right_2017_10_24_10_18_20_046.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_20_114.jpg,IMG2/left_2017_10_24_10_18_20_114.jpg,IMG2/right_2017_10_24_10_18_20_114.jpg,0,1,0,30.19024
IMG2/center_2017_10_24_10_18_20_181.jpg,IMG2/left_2017_10_24_10_18_20_181.jpg,IMG2/right_2017_10_24_10_18_20_181.jpg,0,1,0,30.1903
IMG2/center_2017_10_24_10_18_20_252.jpg,IMG2/left_2017_10_24_10_18_20_252.jpg,IMG2/right_2017_10_24_10_18_20_252.jpg,0,1,0,30.1897
IMG2/center_2017_10_24_10_18_20_319.jpg,IMG2/left_2017_10_24_10_18_20_319.jpg,IMG2/right_2017_10_24_10_18_20_319.jpg,0,1,0,30.19032
IMG2/center_2017_10_24_10_18_20_387.jpg,IMG2/left_2017_10_24_10_18_20_387.jpg,IMG2/right_2017_10_24_10_18_20_387.jpg,-0.2,1,0,30.18
IMG2/center_2017_10_24_10_18_20_457.jpg,IMG2/left_2017_10_24_10_18_20_457.jpg,IMG2/right_2017_10_24_10_18_20_457.jpg,-0.35,1,0,30.16355
IMG2/center_2017_10_24_10_18_20_524.jpg,IMG2/left_2017_10_24_10_18_20_524.jpg,IMG2/right_2017_10_24_10_18_20_524.jpg,-0.2631299,1,0,30.18636
IMG2/center_2017_10_24_10_18_20_593.jpg,IMG2/left_2017_10_24_10_18_20_593.jpg,IMG2/right_2017_10_24_10_18_20_593.jpg,-0.0924688,1,0,30.1917
IMG2/center_2017_10_24_10_18_20_670.jpg,IMG2/left_2017_10_24_10_18_20_670.jpg,IMG2/right_2017_10_24_10_18_20_670.jpg,0,1,0,30.1889
IMG2/center_2017_10_24_10_18_20_742.jpg,IMG2/left_2017_10_24_10_18_20_742.jpg,IMG2/right_2017_10_24_10_18_20_742.jpg,0,1,0,30.19005
IMG2/center_2017_10_24_10_18_20_810.jpg,IMG2/left_2017_10_24_10_18_20_810.jpg,IMG2/right_2017_10_24_10_18_20_810.jpg,0,1,0,30.19025
IMG2/center_2017_10_24_10_18_20_881.jpg,IMG2/left_2017_10_24_10_18_20_881.jpg,IMG2/right_2017_10_24_10_18_20_881.jpg,0,1,0,30.19029
IMG2/center_2017_10_24_10_18_20_959.jpg,IMG2/left_2017_10_24_10_18_20_959.jpg,IMG2/right_2017_10_24_10_18_20_959.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_21_029.jpg,IMG2/left_2017_10_24_10_18_21_029.jpg,IMG2/right_2017_10_24_10_18_21_029.jpg,0,1,0,30.18946
IMG2/center_2017_10_24_10_18_21_105.jpg,IMG2/left_2017_10_24_10_18_21_105.jpg,IMG2/right_2017_10_24_10_18_21_105.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_21_173.jpg,IMG2/left_2017_10_24_10_18_21_173.jpg,IMG2/right_2017_10_24_10_18_21_173.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_21_243.jpg,IMG2/left_2017_10_24_10_18_21_243.jpg,IMG2/right_2017_10_24_10_18_21_243.jpg,0,1,0,30.18957
IMG2/center_2017_10_24_10_18_21_312.jpg,IMG2/left_2017_10_24_10_18_21_312.jpg,IMG2/right_2017_10_24_10_18_21_312.jpg,0,1,0,30.19035
IMG2/center_2017_10_24_10_18_21_382.jpg,IMG2/left_2017_10_24_10_18_21_382.jpg,IMG2/right_2017_10_24_10_18_21_382.jpg,0,1,0,30.19028
IMG2/center_2017_10_24_10_18_21_477.jpg,IMG2/left_2017_10_24_10_18_21_477.jpg,IMG2/right_2017_10_24_10_18_21_477.jpg,0,1,0,30.19029
IMG2/center_2017_10_24_10_18_21_548.jpg,IMG2/left_2017_10_24_10_18_21_548.jpg,IMG2/right_2017_10_24_10_18_21_548.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_21_622.jpg,IMG2/left_2017_10_24_10_18_21_622.jpg,IMG2/right_2017_10_24_10_18_21_622.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_21_691.jpg,IMG2/left_2017_10_24_10_18_21_691.jpg,IMG2/right_2017_10_24_10_18_21_691.jpg,0,1,0,30.19035
IMG2/center_2017_10_24_10_18_21_762.jpg,IMG2/left_2017_10_24_10_18_21_762.jpg,IMG2/right_2017_10_24_10_18_21_762.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_21_830.jpg,IMG2/left_2017_10_24_10_18_21_830.jpg,IMG2/right_2017_10_24_10_18_21_830.jpg,0,1,0,30.1903
IMG2/center_2017_10_24_10_18_21_899.jpg,IMG2/left_2017_10_24_10_18_21_899.jpg,IMG2/right_2017_10_24_10_18_21_899.jpg,0,1,0,30.19028
IMG2/center_2017_10_24_10_18_21_966.jpg,IMG2/left_2017_10_24_10_18_21_966.jpg,IMG2/right_2017_10_24_10_18_21_966.jpg,0,1,0,30.19027
IMG2/center_2017_10_24_10_18_22_047.jpg,IMG2/left_2017_10_24_10_18_22_047.jpg,IMG2/right_2017_10_24_10_18_22_047.jpg,-0.2,1,0,30.17967
IMG2/center_2017_10_24_10_18_22_123.jpg,IMG2/left_2017_10_24_10_18_22_123.jpg,IMG2/right_2017_10_24_10_18_22_123.jpg,-0.4,1,0,30.15752
IMG2/center_2017_10_24_10_18_22_202.jpg,IMG2/left_2017_10_24_10_18_22_202.jpg,IMG2/right_2017_10_24_10_18_22_202.jpg,-0.283308,1,0,30.18563
IMG2/center_2017_10_24_10_18_22_271.jpg,IMG2/left_2017_10_24_10_18_22_271.jpg,IMG2/right_2017_10_24_10_18_22_271.jpg,-0.109857,1,0,30.19077
IMG2/center_2017_10_24_10_18_22_342.jpg,IMG2/left_2017_10_24_10_18_22_342.jpg,IMG2/right_2017_10_24_10_18_22_342.jpg,0,1,0,30.18871
IMG2/center_2017_10_24_10_18_22_412.jpg,IMG2/left_2017_10_24_10_18_22_412.jpg,IMG2/right_2017_10_24_10_18_22_412.jpg,0,1,0,30.18982
IMG2/center_2017_10_24_10_18_22_483.jpg,IMG2/left_2017_10_24_10_18_22_483.jpg,IMG2/right_2017_10_24_10_18_22_483.jpg,0,1,0,30.19021
IMG2/center_2017_10_24_10_18_22_556.jpg,IMG2/left_2017_10_24_10_18_22_556.jpg,IMG2/right_2017_10_24_10_18_22_556.jpg,0,1,0,30.19027
IMG2/center_2017_10_24_10_18_22_624.jpg,IMG2/left_2017_10_24_10_18_22_624.jpg,IMG2/right_2017_10_24_10_18_22_624.jpg,0,1,0,30.1903
IMG2/center_2017_10_24_10_18_22_691.jpg,IMG2/left_2017_10_24_10_18_22_691.jpg,IMG2/right_2017_10_24_10_18_22_691.jpg,0,1,0,30.19029
IMG2/center_2017_10_24_10_18_22_760.jpg,IMG2/left_2017_10_24_10_18_22_760.jpg,IMG2/right_2017_10_24_10_18_22_760.jpg,0,1,0,30.1903
IMG2/center_2017_10_24_10_18_22_827.jpg,IMG2/left_2017_10_24_10_18_22_827.jpg,IMG2/right_2017_10_24_10_18_22_827.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_22_898.jpg,IMG2/left_2017_10_24_10_18_22_898.jpg,IMG2/right_2017_10_24_10_18_22_898.jpg,0,1,0,30.1903
IMG2/center_2017_10_24_10_18_22_966.jpg,IMG2/left_2017_10_24_10_18_22_966.jpg,IMG2/right_2017_10_24_10_18_22_966.jpg,0,1,0,30.19032
IMG2/center_2017_10_24_10_18_23_035.jpg,IMG2/left_2017_10_24_10_18_23_035.jpg,IMG2/right_2017_10_24_10_18_23_035.jpg,0,1,0,30.19029
IMG2/center_2017_10_24_10_18_23_111.jpg,IMG2/left_2017_10_24_10_18_23_111.jpg,IMG2/right_2017_10_24_10_18_23_111.jpg,0,1,0,30.18991
IMG2/center_2017_10_24_10_18_23_179.jpg,IMG2/left_2017_10_24_10_18_23_179.jpg,IMG2/right_2017_10_24_10_18_23_179.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_23_246.jpg,IMG2/left_2017_10_24_10_18_23_246.jpg,IMG2/right_2017_10_24_10_18_23_246.jpg,0,1,0,30.19029
IMG2/center_2017_10_24_10_18_23_315.jpg,IMG2/left_2017_10_24_10_18_23_315.jpg,IMG2/right_2017_10_24_10_18_23_315.jpg,0,1,0,30.19025
IMG2/center_2017_10_24_10_18_23_385.jpg,IMG2/left_2017_10_24_10_18_23_385.jpg,IMG2/right_2017_10_24_10_18_23_385.jpg,0,1,0,30.19032
IMG2/center_2017_10_24_10_18_23_455.jpg,IMG2/left_2017_10_24_10_18_23_455.jpg,IMG2/right_2017_10_24_10_18_23_455.jpg,0,1,0,30.19031
IMG2/center_2017_10_24_10_18_23_522.jpg,IMG2/left_2017_10_24_10_18_23_522.jpg,IMG2/right_2017_10_24_10_18_23_522.jpg,-0.15,1,0,30.18424
IMG2/center_2017_10_24_10_18_23_593.jpg,IMG2/left_2017_10_24_10_18_23_593.jpg,IMG2/right_2017_10_24_10_18_23_593.jpg,-0.3,1,0,30.16927
IMG2/center_2017_10_24_10_18_23_661.jpg,IMG2/left_2017_10_24_10_18_23_661.jpg,IMG2/right_2017_10_24_10_18_23_661.jpg,-0.1971778,1,0,30.18836
IMG2/center_2017_10_24_10_18_23_739.jpg,IMG2/left_2017_10_24_10_18_23_739.jpg,IMG2/right_2017_10_24_10_18_23_739.jpg,-0.01275587,1,0,30.18906
IMG2/center_2017_10_24_10_18_23_807.jpg,IMG2/left_2017_10_24_10_18_23_807.jpg,IMG2/right_2017_10_24_10_18_23_807.jpg,0,1,0,30.18971
IMG2/center_2017_10_24_10_18_23_876.jpg,IMG2/left_2017_10_24_10_18_23_876.jpg,IMG2/right_2017_10_24_10_18_23_876.jpg,0,1,0,30.19012
IMG2/center_2017_10_24_10_18_23_946.jpg,IMG2/left_2017_10_24_10_18_23_946.jpg,IMG2/right_2017_10_24_10_18_23_946.jpg,0,1,0,30.19026
IMG2/center_2017_10_24_10_18_24_013.jpg,IMG2/left_2017_10_24_10_18_24_013.jpg,IMG2/right_2017_10_24_10_18_24_013.jpg,0,1,0,30.1903
